843.8,886.5,935.6,951.8,970.1,1000.2,1010.4,1021.9,1072.3,1135.5,1169.8,1155.4
65.4,70.5,73.1,76.8,79.9,86.8,93.1,97.8,103.5,109.9,127.8,161.9
389.3,403.7,434.8,445.5,473.4,517.2,547.4,581.3,646.2,714.4,745.9,729.0
431.8,458.8,489.8,501.0,514.6,533.8,536.2,551.0,581.5,614.5,640.7,623.8
5606.5,5800.3,6145.2,6367.6,6642.1,6931.5,6946.2,6917.0,7209.9,7621.9,7834.3,7847.2
583.2,599.0,631.3,655.9,686.7,720.8,750.2,787.1,869.4,936.0,959.7,963.5
991.2,1032.9,1095.4,1130.1,1158.0,1194.1,1197.5,1164.3,1190.4,1238.7,1264.0,1223.4
170.8,184.1,193.2,197.4,202.9,211.9,216.8,224.9,232.4,239.4,233.1,229.9
1526.5,1619.1,1726.8,1816.4,1932.3,2069.9,2152.1,2276.3,2513.1,2778.6,2863.8,2746.4
1186.8,1257.2,1337.9,1394.8,1455.7,1531.7,1557.5,1602.9,1695.2,1802.5,1827.5,1755.7
207.8,219.4,232.1,241.7,255.4,275.8,293.7,301.5,312.7,327.5,335.9,342.8
168.6,177.6,184.8,187.7,192.9,201.4,207.9,217.2,236.5,251.7,266.8,273.0
3712.2,3880.4,4095.4,4209.7,4284.9,4376.1,4345.6,4296.4,4314.8,4467.0,4545.7,4418.9
1545.7,1631.1,1737.2,1777.0,1817.4,1880.3,1849.0,1841.1,1921.9,2028.1,2031.4,1941.7
718.4,752.3,803.9,832.9,852.1,873.4,876.9,882.8,912.3,961.3,999.0,998.7
587.3,600.4,634.3,652.8,672.1,686.5,678.8,677.9,717.5,763.3,790.0,801.2
721.7,758.9,804.0,836.5,868.6,895.5,910.0,931.6,988.3,1038.6,1065.9,1057.6
849.3,898.4,957.9,997.2,1020.5,1032.8,1033.6,1055.9,1128.6,1176.1,1220.8,1249.5
285.1,295.4,309.3,316.9,323.2,330.1,332.2,332.3,343.7,354.8,361.5,356.9
1009.6,1057.5,1132.1,1178.5,1223.8,1272.4,1349.2,1371.5,1415.0,1471.5,1493.6,1479.3
1958.1,2015.8,2097.4,2147.9,2187.9,2249.4,2243.5,2211.4,2251.7,2333.4,2353.8,2273.1
2512.9,2685.3,2861.0,2900.5,2959.7,3081.1,2999.1,2995.0,3118.9,3284.4,3277.7,3136.6
1028.0,1080.6,1148.3,1199.8,1243.4,1299.8,1315.3,1310.2,1357.1,1436.1,1481.0,1474.4
460.2,486.6,521.6,535.1,551.9,573.0,583.9,602.2,649.3,693.2,710.8,692.3
1418.4,1478.3,1554.2,1595.6,1631.3,1672.2,1668.1,1660.9,1700.1,1770.8,1789.3,1740.6
174.3,179.3,184.7,188.0,192.6,195.6,199.1,204.8,215.4,224.2,234.0,238.2
408.9,418.7,434.2,449.3,458.9,474.4,484.3,490.9,517.0,541.3,562.1,557.8
149.4,157.3,162.0,166.1,177.3,193.5,203.2,210.5,223.5,244.6,256.0,263.1
212.8,220.8,235.2,244.0,251.8,259.2,258.5,259.9,278.5,297.8,300.3,292.8
2168.7,2256.5,2359.1,2421.5,2485.2,2569.6,2606.2,2607.6,2672.5,2759.7,2783.0,2699.9
255.7,262.5,271.7,272.6,276.6,287.5,292.6,305.7,327.5,346.0,360.2,370.2
6370.7,6518.7,6709.5,6858.3,7001.7,7182.0,7156.5,7011.4,7038.5,7132.2,7077.1,6829.9
1353.7,1431.2,1534.3,1600.9,1678.6,1747.0,1782.8,1813.5,1912.0,2018.1,2048.2,1979.8
142.6,146.1,148.4,151.5,155.7,157.9,163.7,167.1,176.1,183.9,193.8,203.6
3216.3,3364.3,3537.3,3619.8,3750.8,3887.3,3880.7,3839.6,3938.3,4112.9,4169.4,4016.2
619.3,642.5,676.0,699.6,720.4,748.2,762.5,774.4,812.0,851.9,886.9,899.7
573.8,608.3,640.4,652.2,679.1,708.7,710.6,728.8,774.7,816.2,838.2,837.3
3777.1,3917.5,4077.1,4171.3,4263.5,4374.9,4351.6,4291.3,4400.0,4506.5,4514.6,4435.8
303.8,316.3,329.9,338.3,343.0,346.4,344.0,342.8,358.1,365.9,367.0,349.2
651.5,686.0,734.9,754.5,782.9,819.8,842.0,862.6,920.3,984.0,1015.8,982.6
152.3,155.6,160.1,163.9,167.9,173.0,175.4,179.0,189.9,199.1,206.6,209.3
1045.5,1108.5,1184.4,1218.8,1264.0,1309.8,1327.6,1356.8,1450.1,1531.2,1558.2,1505.8
2808.0,2932.4,3108.7,3259.3,3424.3,3597.1,3625.0,3683.5,3884.4,4141.7,4360.3,4462.9
293.2,299.8,317.4,326.6,335.1,348.2,356.9,369.3,393.0,414.8,434.1,440.3
113.7,121.3,130.8,136.3,140.3,145.5,147.9,148.1,153.6,161.3,162.8,162.0
1163.0,1218.9,1285.3,1330.2,1385.0,1436.4,1518.9,1567.1,1655.5,1753.1,1804.6,1778.6
854.8,896.5,988.5,1045.3,1099.3,1120.2,1079.3,1064.4,1100.1,1152.2,1199.1,1225.7
460.9,476.6,495.2,503.6,508.4,512.3,516.5,520.0,540.5,561.6,572.4,574.7
1270.9,1331.7,1394.1,1430.5,1472.1,1525.1,1530.4,1525.4,1580.8,1660.5,1703.4,1676.8
97.2,96.7,97.2,99.0,102.9,107.0,108.4,111.1,117.3,126.1,136.5,146.0
